COMMUNITY,Location 1,SR TYPE,CSR #,STATUS,DESCRIPTION,DATE RECEIVED,TIME,LOCATION,CENSUS TRACT,PRIORITY,METHOD,PARCEL_NO,DATE_A,USER_ID,PLANNED COMP,REVISED PLANNED COMP,ACTUAL COMP,DATE OF STATUS,ASSIGNEE,X_COORD,Y_COORD,STREET_DIRECTION
EVANSTON,"1701 DANA AV
Cincinnati, OH
(39.14648322579552, -84.47173287433804)",Litter private property,SR12053702,CIVIL   ,tire broken glass and mattresses dumped on property,12/12/2012 12:00:00 AM,9:54 AM,1701 DANA AV - GJ1848536042,38,STANDARD,PHONE,5900060043,12/12/2012 12:00:00 AM,YBRAY,01/26/2013 12:00:00 AM,,,12/13/2012 12:00:00 AM,,1409331,423559,
EVANSTON,"1572 DIXMONT AV
Cincinnati, OH
(39.13737309363876, -84.47741658956323)",Litter private property,SR12053701,CIVIL   ,litter on the premises,12/12/2012 12:00:00 AM,9:52 AM,1572 DIXMONT AV - GJ1802535071,38,STANDARD,PHONE,5500010018,12/12/2012 12:00:00 AM,YBRAY,01/26/2013 12:00:00 AM,,,12/13/2012 12:00:00 AM,,1407667,420453,
EVANSTON,"1570 DIXMONT AV
Cincinnati, OH
(39.13739108007934, -84.47756048108789)",Litter private property,SR12053700,CIVIL   ,mattresses and debris in the rear of the property,12/12/2012 12:00:00 AM,9:51 AM,1570 DIXMONT AV - GJ1801335068,38,STANDARD,PHONE,5500010017,12/12/2012 12:00:00 AM,YBRAY,01/26/2013 12:00:00 AM,,,12/13/2012 12:00:00 AM,,1407626,420446,
WESTWOOD,"3142 GLENMORE AV
Cincinnati, OH
(39.142337351240485, -84.61339408039339)",Litter private property,SR12053647,CLOS-NO ,House is for sale litter has been building up for months.  Fence is also in need of repair can be seen from Hanna Ave.,12/11/2012 12:00:00 AM,5:21 PM,3142 GLENMORE AV CINC - GJ0627935285,102.01,STANDARD,INTERNET,21100670024,12/11/2012 12:00:00 AM,CSRWEB,01/25/2013 12:00:00 AM,,12/17/2012 12:00:00 AM,12/17/2012 12:00:00 AM,,1369222,423070,
WALNUT HILLS,"3076 GILBERT AV
Cincinnati, OH
(39.13667162245588, -84.48346003360012)",Litter private property,SR12053646,CIVIL   ,litter and debris on property. -- tires trash garbage and dead weeds,12/11/2012 12:00:00 AM,4:59 PM,3076 GILBERT AV - GJ1752434940,36,STANDARD,PHONE,6000060016,12/11/2012 12:00:00 AM,VMOORE,01/25/2013 12:00:00 AM,,,12/12/2012 12:00:00 AM,,1406003,420104,
WALNUT HILLS,"3082 GILBERT AV
Cincinnati, OH
(39.13678853431969, -84.48332513529573)",Litter private property,SR12053645,NEW     ,litter debris garbage tires wood slats and other rubbage dumped on the property.,12/11/2012 12:00:00 AM,4:56 PM,3082 GILBERT AV - GJ1754134953,36,STANDARD,PHONE,6000060017,12/11/2012 12:00:00 AM,VMOORE,01/25/2013 12:00:00 AM,,,12/11/2012 12:00:00 AM,,1406063,420146,
WALNUT HILLS,"3080 GILBERT AV
Cincinnati, OH
(39.136725581777625, -84.48339708105806)",Litter private property,SR12053644,CIVIL   ,Litter & debris on property. Large pile of wooden 2X4 tires bags and other rubbage.,12/11/2012 12:00:00 AM,4:54 PM,3080 GILBERT AV - GJ1753634944,36,STANDARD,PHONE,6000060020,12/11/2012 12:00:00 AM,VMOORE,01/25/2013 12:00:00 AM,,,12/12/2012 12:00:00 AM,,1406045,420116,
NORTH FAIRMOUNT,"2596 SEEGAR AV
Cincinnati, OH
(39.133775805521566, -84.55391292137546)",Litter private property,SR12053641,NEW     ,LITTER/TRASH ON PROPERTY.,12/11/2012 12:00:00 AM,4:38 PM,2596 SEEGAR AV - GJ1143434469,86.01,STANDARD,PHONE,20200420158,12/11/2012 12:00:00 AM,SHMORRIS,01/25/2013 12:00:00 AM,,,12/11/2012 12:00:00 AM,,1385980,419557,
CUF,"2337 CLIFTON AV
Cincinnati, OH
(39.12492140727445, -84.51985784142148)",Litter private property,SR12053604,CIVIL   ,there has been litter on the green space between sidewalk and street in front of 2337 W. Clifton since last Thursday,12/11/2012 12:00:00 AM,12:48 PM,2337 CLIFTON AV CINC - GJ1437933574,26,STANDARD,INTERNET,10000020200,12/11/2012 12:00:00 AM,CSRWEB,01/25/2013 12:00:00 AM,,,12/13/2012 12:00:00 AM,,1395481,416145,
CARTHAGE,"127 W 69TH ST
Cincinnati, OH
(39.19371561877438, -84.48416150478295)",Litter private property,SR12053592,NEW     ,Tires in the rear Forevergreen,12/11/2012 12:00:00 AM,11:48 AM,127 W 69TH ST - GJ1725641276,61,STANDARD,PHONE,24100010116,12/11/2012 12:00:00 AM,TGROME,01/25/2013 12:00:00 AM,,,12/11/2012 12:00:00 AM,,1406165,440909,W 
EAST PRICE HILL,"1024 PURCELL AV
Cincinnati, OH
(39.11088805987583, -84.56407526030654)",Litter private property,SR12053584,NEW     ,Litter found by Forever Green while cutting grass on side and mattresses/furniture in rear of property.,12/11/2012 12:00:00 AM,11:26 AM,1024 PURCELL AV - GJ1063231906,93,STANDARD,PHONE,17300040073,12/11/2012 12:00:00 AM,SHMORRIS,01/25/2013 12:00:00 AM,,,12/11/2012 12:00:00 AM,,1382932,411289,
EAST PRICE HILL,"3638 GLENWAY AV
Cincinnati, OH
(39.11395474799576, -84.57225009755291)",Litter private property,SR12053581,CIVIL   ,couch on the side of the house has been there for several weeks,12/11/2012 12:00:00 AM,11:17 AM,3638 GLENWAY AV - GJ0989932246,94,STANDARD,PHONE,17400040035,12/11/2012 12:00:00 AM,TGROME,01/25/2013 12:00:00 AM,,,12/13/2012 12:00:00 AM,,1380587,412523,
SEDAMSVILLE,"723 DELHI AV
Cincinnati, OH
(39.091318812518296, -84.57084715518721)",Litter private property,SR12053572,NEW     ,LITTER/WOOD PILE FOUND AT PROPERTY BY FOREVEN GREEN WHILE CUTTING GRASS.,12/11/2012 12:00:00 AM,10:31 AM,723 DELHI AV - GJ1007529708,103,STANDARD,PHONE,15300030078,12/11/2012 12:00:00 AM,SHMORRIS,01/25/2013 12:00:00 AM,,,12/11/2012 12:00:00 AM,,1380747,404180,
NORTH FAIRMOUNT,"2616 LIDDELL ST
Cincinnati, OH
(39.13248078179936, -84.54715001971516)",Litter private property,SR12053562,CIVIL   ,large amount od debris on property,12/11/2012 12:00:00 AM,9:45 AM,2616 LIDDELL ST - GJ1202734355,86.01,STANDARD,PHONE,20200330140,12/11/2012 12:00:00 AM,FFORTNEY,01/25/2013 12:00:00 AM,,,12/12/2012 12:00:00 AM,,1387901,419084,
NORTH FAIRMOUNT,"1512 DEMPSEY ST
Cincinnati, OH
(39.132022127564426, -84.54670035870049)",Litter private property,SR12053561,CIVIL   ,large amount of debris on property,12/11/2012 12:00:00 AM,9:44 AM,1512 DEMPSEY ST - GJ1204534308,86.01,STANDARD,PHONE,20200330135,12/11/2012 12:00:00 AM,FFORTNEY,01/25/2013 12:00:00 AM,,,12/12/2012 12:00:00 AM,,1387950,418929,
EAST PRICE HILL,"1030 MCPHERSON AV
Cincinnati, OH
(39.111607517499294, -84.57034353485079)",Litter private property,SR12053526,NEW     ,Mattress tires found on property by Forever Green while cutting grass. ,12/10/2012 12:00:00 AM,4:31 PM,1030 MCPHERSON AV - GJ1008831979,94,STANDARD,PHONE,17400080120,12/10/2012 12:00:00 AM,SHMORRIS,01/24/2013 12:00:00 AM,,,12/10/2012 12:00:00 AM,,1381162,411620,
SPRING GROVE VILLAGE,"4548 NORTH EDGEWOOD AV
Cincinnati, OH
(39.17153833753184, -84.51624931478841)",Litter private property,SR12053521,NEW     ,litter seen by Forever Green,12/10/2012 12:00:00 AM,4:00 PM,4548 NORTH EDGEWOOD AV - GJ1458038744,73,STANDARD,PHONE,22000590052,12/10/2012 12:00:00 AM,TGROME,01/24/2013 12:00:00 AM,,,12/10/2012 12:00:00 AM,,1396984,433048,
SOUTH FAIRMOUNT,"2220 AMOR PL
Cincinnati, OH
(39.12375735811514, -84.55084623325558)",Litter private property,SR12053511,NEW     ,Litter debris piles of wood found on property by Forever Green while cutting grass.,12/10/2012 12:00:00 AM,3:28 PM,2220 AMOR PL - GJ1173533365,92,STANDARD,PHONE,17000080051,12/10/2012 12:00:00 AM,SHMORRIS,01/24/2013 12:00:00 AM,,,12/10/2012 12:00:00 AM,,1386784,415889,
MOUNT AUBURN,"320 MULBERRY ST
Cincinnati, OH
(39.115105880193255, -84.51109619956048)",Litter private property,SR12053509,CIVIL   ,Litter debris & weeds on propert at the Seitz St end of the property located next to 313 Seitz St.,12/10/2012 12:00:00 AM,3:27 PM,320 MULBERRY ST - GJ1517832514,23,STANDARD,PHONE,9400060007,12/10/2012 12:00:00 AM,VMOORE,01/24/2013 12:00:00 AM,,,12/10/2012 12:00:00 AM,,1397924,412541,
SPRING GROVE VILLAGE,"4402 WINTON RD
Cincinnati, OH
(39.16785111721174, -84.52013438595498)",Litter private property,SR12053505,CIVIL   ,litter on property see photos found by Forever Green,12/10/2012 12:00:00 AM,3:19 PM,4402 WINTON RD - GJ1425938327,73,STANDARD,PHONE,21900540005,12/10/2012 12:00:00 AM,TGROME,01/24/2013 12:00:00 AM,,,12/13/2012 12:00:00 AM,,1395864,431736,
SOUTH FAIRMOUNT,"2218 AMOR PL
Cincinnati, OH
(39.12368541235281, -84.55085522647585)",Litter private property,SR12053502,NEW     ,Litter/wood/tires found on property by Forever Green while cutting grass.,12/10/2012 12:00:00 AM,3:13 PM,2218 AMOR PL - GJ1173733357,92,STANDARD,PHONE,17000080050,12/10/2012 12:00:00 AM,SHMORRIS,01/24/2013 12:00:00 AM,,,12/10/2012 12:00:00 AM,,1386790,415864,
WESTWOOD,"3112 GOBEL AV
Cincinnati, OH
(39.14392915123233, -84.58375242630763)",Litter private property,SR12053500,CIVIL   ,litter on property,12/10/2012 12:00:00 AM,3:07 PM,3112 GOBEL AV - GJ0882335511,100.02,STANDARD,PHONE,02070B540016      ,12/10/2012 12:00:00 AM,FFORTNEY,01/24/2013 12:00:00 AM,,,12/11/2012 12:00:00 AM,,1377593,423394,
WESTWOOD,"3121 GOBEL AV
Cincinnati, OH
(39.144162974959954, -84.58356356868148)",Litter private property,SR12053495,CIVIL   ,2 cans overflowing not been taken to curb,12/10/2012 12:00:00 AM,3:01 PM,3121 GOBEL AV - GJ0882135568,100.02,STANDARD,PHONE,20700540135,12/10/2012 12:00:00 AM,FFORTNEY,01/24/2013 12:00:00 AM,,,12/11/2012 12:00:00 AM,,1377595,423580,
SOUTH FAIRMOUNT,"2182 AMOR PL
Cincinnati, OH
(39.12296595472935, -84.55092717223818)",Litter private property,SR12053494,NEW     ,Litter/doors found on property by Forever Green while cutting grass (can't tell from photos if in back side or rear).,12/10/2012 12:00:00 AM,3:00 PM,2182 AMOR PL - GJ1173533274,92,STANDARD,PHONE,16900050045,12/10/2012 12:00:00 AM,SHMORRIS,01/24/2013 12:00:00 AM,,,12/10/2012 12:00:00 AM,,1386769,415593,
WESTWOOD,"3014 BRACKEN WOODS LN
Cincinnati, OH
(39.141959635988144, -84.58245740258548)",Litter private property,SR12053493,NEW     ,3 cans at curb,12/10/2012 12:00:00 AM,2:59 PM,3014 BRACKEN WOODS LN - GJ0895235312,100.02,STANDARD,PHONE,02070A540046      ,12/10/2012 12:00:00 AM,FFORTNEY,01/24/2013 12:00:00 AM,,,12/10/2012 12:00:00 AM,,1377981,422721,
WESTWOOD,"3077 BRACKEN WOODS LN
Cincinnati, OH
(39.14341653767565, -84.58413014155997)",Litter private property,SR12053492,NEW     ,wooden box at curb,12/10/2012 12:00:00 AM,2:58 PM,3077 BRACKEN WOODS LN - GJ0876435458,100.02,STANDARD,PHONE,20700540110,12/10/2012 12:00:00 AM,FFORTNEY,01/24/2013 12:00:00 AM,,,12/10/2012 12:00:00 AM,,1377389,423231,
WESTWOOD,"3069 BRACKEN WOODS LN
Cincinnati, OH
(39.14327264615093, -84.58392329749319)",Litter private property,SR12053491,CIVIL   ,debris on side of property,12/10/2012 12:00:00 AM,2:56 PM,3069 BRACKEN WOODS LN - GJ0878835440,100.02,STANDARD,PHONE,20700540111,12/10/2012 12:00:00 AM,FFORTNEY,01/24/2013 12:00:00 AM,,,12/11/2012 12:00:00 AM,,1377466,423168,
WESTWOOD,"3050 BRACKEN WOODS LN
Cincinnati, OH
(39.14288593767833, -84.58321283309004)",Litter private property,SR12053489,CIVIL   ,bags been ditting for 3 weeks,12/10/2012 12:00:00 AM,2:55 PM,3050 BRACKEN WOODS LN - GJ0886735448,100.02,STANDARD,PHONE,02070B540014      ,12/10/2012 12:00:00 AM,FFORTNEY,01/24/2013 12:00:00 AM,,,12/11/2012 12:00:00 AM,,1377726,423179,
WESTWOOD,"3045 BRACKEN WOODS LN
Cincinnati, OH
(39.1426521139507, -84.58296102292184)",Litter private property,SR12053488,CIVIL   ,litter and furniture,12/10/2012 12:00:00 AM,2:54 PM,3045 BRACKEN WOODS LN - GJ0888335370,100.02,STANDARD,PHONE,20700540106,12/10/2012 12:00:00 AM,FFORTNEY,01/24/2013 12:00:00 AM,,,12/11/2012 12:00:00 AM,,1377765,422923,
SOUTH FAIRMOUNT,"2234 AMOR PL
Cincinnati, OH
(39.12427896489214, -84.55079227393378)",Litter private property,SR12053485,NEW     ,Litter tires found on property by Forever Green while cutting grass.,12/10/2012 12:00:00 AM,2:42 PM,2234 AMOR PL - GJ1174133426,92,STANDARD,PHONE,17000080057,12/10/2012 12:00:00 AM,SHMORRIS,01/24/2013 12:00:00 AM,,,12/10/2012 12:00:00 AM,,1386813,416088,
MADISONVILLE,"6112 PRENTICE ST
Cincinnati, OH
(39.159487422339225, -84.39021832560229)",Litter private property,SR12053459,NEW     ,litter and debris in the front yard go to 6108 prentice to view mess in rear,12/10/2012 12:00:00 AM,1:07 PM,6112 PRENTICE ST - GJ2549537733,55,STANDARD,PHONE,3600030029,12/10/2012 12:00:00 AM,TGROME,01/24/2013 12:00:00 AM,,,12/10/2012 12:00:00 AM,,1432574,427959,
EAST PRICE HILL,"3436 PRICE AV
Cincinnati, OH
(39.10729976497896, -84.56732181283235)",Litter private property,SR12053458,CIVIL   ,over flowing dumpster tires 3-4 matress rear of property,12/10/2012 12:00:00 AM,1:04 PM,3436 PRICE AV - GJ1034631516,95,STANDARD,PHONE,17500180220,12/10/2012 12:00:00 AM,DWHITTINGTON,01/24/2013 12:00:00 AM,,,12/11/2012 12:00:00 AM,,1381930,410058,
EAST PRICE HILL,"1008 PURCELL AV
Cincinnati, OH
(39.11035745987857, -84.5641382128486)",Litter private property,SR12053456,NEW     ,litter on property see photos,12/10/2012 12:00:00 AM,12:49 PM,1008 PURCELL AV - GJ1062331849,93,STANDARD,PHONE,17300040141,12/10/2012 12:00:00 AM,TGROME,01/24/2013 12:00:00 AM,,,12/10/2012 12:00:00 AM,,1382895,411105,
SOUTH FAIRMOUNT,"1865 WESTWOOD AV
Cincinnati, OH
(39.12564593437668, -84.560558911172)",Litter private property,SR12053437,CLOS-NO ,did not pick up matress and box spring,12/10/2012 12:00:00 AM,11:17 AM,1865 WESTWOOD AV CINC - GJ1086833535,87,STANDARD,INTERNET,20500210007,12/10/2012 12:00:00 AM,CSRWEB,01/24/2013 12:00:00 AM,,12/12/2012 12:00:00 AM,12/12/2012 12:00:00 AM,,1383972,416587,
WESTWOOD,"2648 GEHRUM LN
Cincinnati, OH
(39.131563473329436, -84.59208914151924)",Litter private property,SR12053413,CIVIL   ,old carpet has been on the property for over a month now.  It is located between the two houses,12/10/2012 12:00:00 AM,10:22 AM,2648 GEHRUM LN - GJ0812734157,100.01,STANDARD,PHONE,20800660008,12/10/2012 12:00:00 AM,TGROME,01/24/2013 12:00:00 AM,,,12/11/2012 12:00:00 AM,,1375093,419073,
EAST PRICE HILL,"956 FAIRBANKS AV
Cincinnati, OH
(39.109260287002826, -84.56836502638635)",Litter private property,SR12053392,CIVIL   ,Furniture mattresses etc. found on property while Forever Green cut grass.,12/10/2012 12:00:00 AM,9:51 AM,956 FAIRBANKS AV - GJ1026431719,95,STANDARD,PHONE,17500180131,12/10/2012 12:00:00 AM,SHMORRIS,01/24/2013 12:00:00 AM,,,12/11/2012 12:00:00 AM,,1381698,410739,
MADISONVILLE,"5616 MADISON RD
Cincinnati, OH
(39.160899357925246, -84.39656753912914)",Litter private property,SR12053340,CLOS-NO ,12/10/2012 12:17 AM/DCOTTRELLLareg pile on tires on property Request entered through the Web. Refer to Intake Questions for further description.,12/09/2012 12:00:00 AM,8:13 PM,5616 MADISON RD CINC - GJ2493937880,55,STANDARD,INTERNET,3500020145,12/09/2012 12:00:00 AM,CSRWEB,01/24/2013 12:00:00 AM,,12/14/2012 12:00:00 AM,12/14/2012 12:00:00 AM,,1430779,428531,
MADISONVILLE,"5920 MADISON RD
Cincinnati, OH
(39.16057560199471, -84.39202596288118)",Litter private property,SR12053339,CLOS-NO ,12/10/2012 12:19 AM/DCOTTRELLlitter on property- looks like a junk yard Request entered through the Web. Refer to Intake Questions for further description.,12/09/2012 12:00:00 AM,8:10 PM,5920 MADISON RD CINC - GJ2533437852,55,STANDARD,INTERNET,3500030037,12/09/2012 12:00:00 AM,CSRWEB,01/24/2013 12:00:00 AM,,12/14/2012 12:00:00 AM,12/14/2012 12:00:00 AM,,1432066,428373,
CORRYVILLE,"2725 EUCLID AV
Cincinnati, OH
(39.130583813051, -84.50787547190149)",Litter private property,SR12053332,CLOS-NO ,beer cans in the backyard facing Van St,12/09/2012 12:00:00 AM,2:06 PM,2725 EUCLID AV CINC - GJ1541334298,33,STANDARD,INTERNET,9200030041,12/09/2012 12:00:00 AM,CSRWEB,01/23/2013 12:00:00 AM,,12/12/2012 12:00:00 AM,12/12/2012 12:00:00 AM,,1398990,418350,
CUF,"116 LYON ST
Cincinnati, OH
(39.126833039455335, -84.51602448428105)",Litter private property,SR12053331,CLOS-NO ,Request entered through the Web. Refer to Intake Questions for further description.,12/09/2012 12:00:00 AM,2:04 PM,116 LYON ST CINC - GJ1472333811,25,STANDARD,INTERNET,10000030038,12/09/2012 12:00:00 AM,CSRWEB,01/23/2013 12:00:00 AM,,12/19/2012 12:00:00 AM,12/19/2012 12:00:00 AM,,1396646,416864,
CUF,"114 LYON ST
Cincinnati, OH
(39.12682404623507, -84.51591656563755)",Litter private property,SR12053330,ABAT-OWN,Request entered through the Web. Refer to Intake Questions for further description.,12/09/2012 12:00:00 AM,2:04 PM,114 LYON ST CINC - GJ1473333808,25,STANDARD,INTERNET,10000030039,12/09/2012 12:00:00 AM,CSRWEB,01/23/2013 12:00:00 AM,,12/13/2012 12:00:00 AM,12/13/2012 12:00:00 AM,,1396680,416854,
CUF,"112 LYON ST
Cincinnati, OH
(39.12681505301475, -84.51579965377374)",Litter private property,SR12053329,CLOS-NO ,Request entered through the Web. Refer to Intake Questions for further description.,12/09/2012 12:00:00 AM,2:03 PM,112 LYON ST CINC - GJ1474433807,25,STANDARD,INTERNET,10000030041,12/09/2012 12:00:00 AM,CSRWEB,01/23/2013 12:00:00 AM,,12/19/2012 12:00:00 AM,12/19/2012 12:00:00 AM,,1396716,416851,
CUF,"125 LYON ST
Cincinnati, OH
(39.12680605979449, -84.51640219953339)",Litter private property,SR12053328,ABAT-OWN,Request entered through the Web. Refer to Intake Questions for further description.,12/09/2012 12:00:00 AM,2:02 PM,125 LYON ST CINC - GJ1468433772,25,STANDARD,INTERNET,10000030059,12/09/2012 12:00:00 AM,CSRWEB,01/23/2013 12:00:00 AM,,12/19/2012 12:00:00 AM,12/19/2012 12:00:00 AM,,1396512,416743,
CUF,"2423 OHIO AV
Cincinnati, OH
(39.1265362631857, -84.51528704021706)",Litter private property,SR12053327,CLOS-NO ,Request entered through the Web. Refer to Intake Questions for further description.,12/09/2012 12:00:00 AM,2:01 PM,2423 OHIO AV CINC - GJ1476933768,25,STANDARD,INTERNET,10000030064,12/09/2012 12:00:00 AM,CSRWEB,01/23/2013 12:00:00 AM,,12/19/2012 12:00:00 AM,12/19/2012 12:00:00 AM,,1396789,416718,
CUF,"2431 OHIO AV
Cincinnati, OH
(39.126931964878565, -84.51508019615028)",Litter private property,SR12053326,CLOS-NO ,Request entered through the Web. Refer to Intake Questions for further description.,12/09/2012 12:00:00 AM,2:01 PM,2431 OHIO AV CINC - GJ1478433802,25,STANDARD,INTERNET,10000030050,12/09/2012 12:00:00 AM,CSRWEB,01/23/2013 12:00:00 AM,,12/19/2012 12:00:00 AM,12/19/2012 12:00:00 AM,,1396846,416825,
CUF,"2433 OHIO AV
Cincinnati, OH
(39.12702189708148, -84.51504422326911)",Litter private property,SR12053325,DUPLICAT,Request entered through the Web. Refer to Intake Questions for further description.,12/09/2012 12:00:00 AM,2:00 PM,2433 OHIO AV CINC - GJ1479233809,25,STANDARD,INTERNET,10000030047,12/09/2012 12:00:00 AM,CSRWEB,01/23/2013 12:00:00 AM,,12/19/2012 12:00:00 AM,12/19/2012 12:00:00 AM,,1396873,416847,
CUF,"331 W MCMILLAN ST
Cincinnati, OH
(39.12810108351664, -84.52406442322302)",Litter private property,SR12053321,CLOS-NO ,2 garbage cans left out on curb never emptied on garbage daynow tipped over spilling out onto street.,12/09/2012 12:00:00 AM,10:54 AM,331 W MCMILLAN ST CINC - GJ1402133893,26,STANDARD,INTERNET,10000010298,12/09/2012 12:00:00 AM,CSRWEB,01/23/2013 12:00:00 AM,,12/13/2012 12:00:00 AM,12/13/2012 12:00:00 AM,,1394359,417250,W 
MOUNT AUBURN,"1619 MANSFIELD ST
Cincinnati, OH
(39.113181331050555, -84.50990909448183)",Litter private property,SR12053319,NEW     ,The renter of 1619 Mansfield Street leaves his OPEN garbage container on the sidewalk all the times. This is a row house and the sidewalk comes right up to the home. The renter has been asked to remove this OPEN container but has not done so. This has bee,12/09/2012 12:00:00 AM,10:49 AM,1619 MANSFIELD ST CINC - GJ1527932288,18,STANDARD,INTERNET,8600020236,12/09/2012 12:00:00 AM,CSRWEB,01/23/2013 12:00:00 AM,,,12/09/2012 12:00:00 AM,,1398220,411784,
EAST PRICE HILL,"1045 CONSIDINE AV
Cincinnati, OH
(39.111328727670184, -84.56293312132937)",Litter private property,SR12053307,CIVIL   ,Litter/Mattresses found on property when Forever Green cut tall grass.,12/07/2012 12:00:00 AM,5:18 PM,1045 CONSIDINE AV - GJ1068731960,93,STANDARD,PHONE,17300040044,12/07/2012 12:00:00 AM,SHMORRIS,01/21/2013 12:00:00 AM,,,12/11/2012 12:00:00 AM,,1383120,411458,
NORTHSIDE,"4209 LANGLAND ST
Cincinnati, OH
(39.16355235791167, -84.53813881298157)",Litter private property,SR12053284,CIVIL   ,litter in front and back,12/07/2012 12:00:00 AM,2:09 PM,4209 LANGLAND ST - GJ1268237817,74,STANDARD,PHONE,19600230083,12/07/2012 12:00:00 AM,DRANKIN,01/21/2013 12:00:00 AM,,,12/17/2012 12:00:00 AM,,1390611,430319,
WEST END,"553 POPLAR ST
Cincinnati, OH
(39.11481809714388, -84.52695124693707)",Litter private property,SR12053283,CIVIL   ,LITTER ON VACANT LOT,12/07/2012 12:00:00 AM,2:08 PM,GJ1381232412,15,STANDARD,PHONE,13300060088,12/07/2012 12:00:00 AM,WJACOBY,01/21/2013 12:00:00 AM,,,12/13/2012 12:00:00 AM,,1393433,412433,
CARTHAGE,"395 W NORTH BEND RD
Cincinnati, OH
(39.198792502209706, -84.48786434615175)",Litter private property,SR12053281,CIVIL   ,litter debris on lot,12/07/2012 12:00:00 AM,2:05 PM,395 W NORTH BEND RD - GJ1697541777,61,STANDARD,PHONE,23900010004,12/07/2012 12:00:00 AM,DRANKIN,01/21/2013 12:00:00 AM,,,12/17/2012 12:00:00 AM,,1405319,442594,W 
EAST PRICE HILL,"3050 MICKEY AV
Cincinnati, OH
(39.11786679882323, -84.56122440947371)",Litter private property,SR12053275,CIVIL   ,mattress and box springs sofa litter and debris tree debris in and around parking lot,12/07/2012 12:00:00 AM,1:35 PM,3050 MICKEY AV - GJ1080732780,92,STANDARD,PHONE,20400200008,12/07/2012 12:00:00 AM,DWHITTINGTON,01/21/2013 12:00:00 AM,,,12/17/2012 12:00:00 AM,,1383647,414124,
KENNEDY HEIGHTS,"3959 KIRKUP AV
Cincinnati, OH
(39.186170306948554, -84.40217031537168)",Litter private property,SR12053266,CIVIL   ,CARPET IN FRONT YARD,12/07/2012 12:00:00 AM,12:56 PM,3959 KIRKUP AV - GJ2437740627,58,STANDARD,PHONE,13000020069,12/07/2012 12:00:00 AM,TGROME,01/21/2013 12:00:00 AM,,,12/11/2012 12:00:00 AM,,1429386,437620,
WEST END,"528 LIVINGSTON ST
Cincinnati, OH
(39.115465609005014, -84.52669044354855)",Litter private property,SR12053264,CIVIL   ,dumped tires litter and debri,12/07/2012 12:00:00 AM,12:45 PM,528 LIVINGSTON ST - GJ1383432516,15,STANDARD,PHONE,13300060021,12/07/2012 12:00:00 AM,YBRAY,01/21/2013 12:00:00 AM,,,12/07/2012 12:00:00 AM,,1393521,412765,
WEST END,"553 POPLAR ST
Cincinnati, OH
(39.11481809714388, -84.52695124693707)",Litter private property,SR12053263,CLOS-NO ,litter and debris on vacant lot,12/07/2012 12:00:00 AM,12:35 PM,553 POPLAR ST - GJ1382132411,15,STANDARD,PHONE,13300060089,12/07/2012 12:00:00 AM,YBRAY,01/21/2013 12:00:00 AM,,12/07/2012 12:00:00 AM,12/07/2012 12:00:00 AM,,1393460,412425,
