CSR #,STATUS,SR TYPE,DESCRIPTION,DATE RECEIVED,TIME,LOCATION,COMMUNITY,CENSUS TRACT,PRIORITY,METHOD,PARCEL_NO,DATE_A,USER_ID,PLANNED COMP,REVISED PLANNED COMP,ACTUAL COMP,DATE OF STATUS,ASSIGNEE,X_COORD,Y_COORD,STREET_DIRECTION,Location 1
SR12051365,INPROGRS,Recycling cart missing 96,Cart was taken. Please deliver another 96 gal cart to her mom's address at 1816 Fairmount so they can write address on cart. Can go into yard.- thanks,11/19/2012 12:00:00 AM,1:07 PM,1818 FAIRMOUNT AV - GJ1131234092,SOUTH FAIRMOUNT,86.01,STANDARD,PHONE,20200420243,11/19/2012 12:00:00 AM,RHENDERSON,12/06/2012 12:00:00 AM,,,11/19/2012 12:00:00 AM,,1385516,418339,,"1818 FAIRMOUNT AV
Cincinnati, OH
(39.130169524184055, -84.55532485696148)"
SR12051363,INPROGRS,Recycling new 96 gallon cart,REQUESTING A RECYCLING BIN,11/19/2012 12:00:00 AM,1:02 PM,1010 YALE AV - GJ1722534110,WALNUT HILLS,37,STANDARD,PHONE,6600030001,11/19/2012 12:00:00 AM,CCOLEMAN,11/29/2012 12:00:00 AM,,,11/19/2012 12:00:00 AM,,1404890,417437,,"1010 YALE AV
Cincinnati, OH
(39.12896443266476, -84.48695839629409)"
SR12051362,INPROGRS,Recycling cart missing 64,2 64 gal carts were taken from this address. Needs another one,11/19/2012 12:00:00 AM,1:02 PM,1816 FAIRMOUNT AV - GJ1132634089,SOUTH FAIRMOUNT,86.01,STANDARD,PHONE,20200420242,11/19/2012 12:00:00 AM,RHENDERSON,12/06/2012 12:00:00 AM,,,11/19/2012 12:00:00 AM,,1385560,418328,,"1816 FAIRMOUNT AV
Cincinnati, OH
(39.130160530963735, -84.5551719722165)"
SR12051328,INPROGRS,Recycling new 18 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,11/19/2012 12:00:00 AM,11:10 AM,3420 MIDDLETON AV CINC - GJ1414235739,CLIFTON,71,STANDARD,INTERNET,21400040088,11/19/2012 12:00:00 AM,CSRWEB,11/29/2012 12:00:00 AM,,,11/19/2012 12:00:00 AM,,1395060,423277,,"3420 MIDDLETON AV
Cincinnati, OH
(39.14454069021224, -84.52225678594414)"
SR12051265,INPROGRS,Recycling cart missing 64,Replacement wanted for missing cart.,11/18/2012 12:00:00 AM,10:15 PM,616 STRAIGHT ST CINC - GJ1378134137,HEIGHTS,29,STANDARD,INTERNET,9800040089,11/18/2012 12:00:00 AM,CSRWEB,11/28/2012 12:00:00 AM,,,11/19/2012 12:00:00 AM,,1393615,418088,,"616 STRAIGHT ST
Cincinnati, OH
(39.13007959198114, -84.5267713825312)"
SR12051223,INPROGRS,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,11/17/2012 12:00:00 AM,5:29 PM,471 MISSOURI AV CINC - GJ2174233175,COLUMBIA TUSCULUM,47.01,STANDARD,INTERNET,2600010141,11/17/2012 12:00:00 AM,CSRWEB,11/27/2012 12:00:00 AM,,,11/18/2012 12:00:00 AM,,1419540,413639,,"471 MISSOURI AV
Cincinnati, OH
(39.11839293856196, -84.43577655737641)"
SR12051218,INPROGRS,Recycling new 96 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,11/17/2012 12:00:00 AM,3:02 PM,915 FINDLAY ST CINC - GJ1355432560,WEST END,15,STANDARD,INTERNET,18400020040,11/17/2012 12:00:00 AM,CSRWEB,11/27/2012 12:00:00 AM,,,11/18/2012 12:00:00 AM,,1392613,412959,,"915 FINDLAY ST
Cincinnati, OH
(39.11622103950958, -84.52986505031197)"
SR12051182,INPROGRS,Recycling cart missing 96,we had 2 96-gallon carts but somebody took them 2 weeks ago. This is a fraternity house and we have lots of recycling. I would really appreciate if you could send us 2 96-gallon carts.,11/16/2012 12:00:00 AM,6:11 PM,316 JOSELIN AV CINC - GJ1424134486,HEIGHTS,29,STANDARD,INTERNET,10100060078,11/16/2012 12:00:00 AM,CSRWEB,11/26/2012 12:00:00 AM,,,11/16/2012 12:00:00 AM,,1395176,419157,,"316 JOSELIN AV
Cincinnati, OH
(39.133047354677785, -84.52133048425395)"
SR12051125,INPROGRS,Recycling new 35 gallon cart,Requesting another recycle cart,11/16/2012 12:00:00 AM,11:39 AM,128 NANSEN ST - GJ1772241927,CARTHAGE,61,STANDARD,PHONE,24200050086,11/16/2012 12:00:00 AM,DSWEETEN,11/26/2012 12:00:00 AM,,,11/16/2012 12:00:00 AM,,1407792,442963,,"128 NANSEN ST
Cincinnati, OH
(39.19913853061104, -84.47872959972597)"
SR12051110,INPROGRS,Recycling new 96 gallon cart,Please deliver TWO 96 gallon carts to this address for #6 and #7. Thanks. ,11/16/2012 12:00:00 AM,10:30 AM,1315 MAIN ST - GJ1510231961,OVER-THE-RHINE,10,STANDARD,PHONE,8000020296,11/16/2012 12:00:00 AM,KSCHLENKER,11/26/2012 12:00:00 AM,,,11/16/2012 12:00:00 AM,,1397585,410742,,"1315 MAIN ST
Cincinnati, OH
(39.110303500556824, -84.5119595487086)"
SR12051078,INPROGRS,Recycling new 64 gallon cart,resident requesting 64 gal cart,11/16/2012 12:00:00 AM,7:44 AM,2290 QUEBEC RD - GJ1067533414,SOUTH FAIRMOUNT,92,STANDARD,PHONE,20500200100,11/16/2012 12:00:00 AM,DCOTTRELL,11/26/2012 12:00:00 AM,,,11/16/2012 12:00:00 AM,,1383317,416222,,"2290 QUEBEC RD
Cincinnati, OH
(39.12454876150093, -84.56305902641344)"
SR12051069,INPROGRS,Recycling new 96 gallon cart,Would the cart to be available for all tenants.,11/15/2012 12:00:00 AM,9:51 PM,6647 KENNEDY AV CINC - GJ2322641056,KENNEDY HEIGHTS,58,STANDARD,INTERNET,12800020122,11/15/2012 12:00:00 AM,CSRWEB,11/25/2012 12:00:00 AM,,,11/15/2012 12:00:00 AM,,1425685,439214,,"6647 KENNEDY AV
Cincinnati, OH
(39.19008235777602, -84.41509357293273)"
SR12051058,INPROGRS,Recycling new 96 gallon cart,Please leave carts by the entrance to the parking garage at the corner of Vine and Mercer,11/15/2012 12:00:00 AM,3:39 PM,1331 VINE ST CINC - GJ1481631972,OVER-THE-RHINE,9,STANDARD,INTERNET,00810004CD05      ,11/15/2012 12:00:00 AM,CSRWEB,11/25/2012 12:00:00 AM,,,11/15/2012 12:00:00 AM,,1396650,410826,,"1331 VINE ST
Cincinnati, OH
(39.110474371742384, -84.51535898597939)"
SR12051036,INPROGRS,Recycling new 96 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,11/15/2012 12:00:00 AM,2:17 PM,6108 MADISON RD CINC - GJ2548537838,MADISONVILLE,55,STANDARD,INTERNET,3500030152,11/15/2012 12:00:00 AM,CSRWEB,11/25/2012 12:00:00 AM,,,11/15/2012 12:00:00 AM,,1432558,428305,,"6108 MADISON RD
Cincinnati, OH
(39.160449696910575, -84.39022731882255)"
SR12051018,INPROGRS,Recycling new 96 gallon cart,REQUESTING (2) RECYCLING BINS,11/15/2012 12:00:00 AM,12:58 PM,998 BURTON AV - GJ1760936387,AVONDALE,66,STANDARD,PHONE,10800050036,11/15/2012 12:00:00 AM,CCOLEMAN,11/25/2012 12:00:00 AM,,,11/15/2012 12:00:00 AM,,1406518,424831,,"998 BURTON AV
Cincinnati, OH
(39.14961500950314, -84.48251681398372)"
SR12050932,INPROGRS,Recycling cart missing 35,Please deliver ONE 35 gallon cart. 64 gallon original cart is missing. Part of Visit & Verify canvass efforts in Mt. Auburn. Thanks.,11/14/2012 12:00:00 AM,7:17 PM,108 W CLIFTON AV CINC - GJ1452632968,MOUNT AUBURN,25,STANDARD,INTERNET,9500050008,11/14/2012 12:00:00 AM,CSRWEB,11/24/2012 12:00:00 AM,,,11/15/2012 12:00:00 AM,,1395864,414140,W ,"108 W CLIFTON AV
Cincinnati, OH
(39.11942262593391, -84.51854258596313)"
SR12050929,INPROGRS,Recycling cart missing 35,Please deliver ONE 35 gallon cart to this address. Missing original cart. Part of Visit & Verify canvass efforts in Mt. Auburn. Thanks.,11/14/2012 12:00:00 AM,7:11 PM,130 VALENCIA ST CINC - GJ1511033332,MOUNT AUBURN,23,STANDARD,INTERNET,9300020135,11/14/2012 12:00:00 AM,CSRWEB,11/24/2012 12:00:00 AM,,,11/15/2012 12:00:00 AM,,1397836,415234,,"130 VALENCIA ST
Cincinnati, OH
(39.12248032083352, -84.51165377921865)"
SR12050927,INPROGRS,Recycling new 96 gallon cart,Please deliver an additional 96 gallon cart to this address. New resident. Old cart is contaminated. Part of Visit & Verify canvass efforts in Mt. Auburn. Thanks.,11/14/2012 12:00:00 AM,7:07 PM,2021 RYAN AV CINC - GJ1595832918,MOUNT AUBURN,22,STANDARD,INTERNET,9000030069,11/14/2012 12:00:00 AM,CSRWEB,11/24/2012 12:00:00 AM,,,11/15/2012 12:00:00 AM,,1400545,413739,,"2021 RYAN AV
Cincinnati, OH
(39.11865820220902, -84.50180620299784)"
SR12050889,INPROGRS,Recycling new 96 gallon cart,We have two recycling bins already but need a third one to handle volume.,11/14/2012 12:00:00 AM,3:42 PM,3700 READING RD CINC - GJ1722536487,AVONDALE,66,STANDARD,INTERNET,10800040002,11/14/2012 12:00:00 AM,CSRWEB,11/24/2012 12:00:00 AM,,,11/14/2012 12:00:00 AM,,1405280,425225,,"3700 READING RD
Cincinnati, OH
(39.15076399865501, -84.48657168782148)"
SR12050794,INPROGRS,Recycling new 64 gallon cart,We regularly fill our current cart and have overflow which sometimes ends up in the street and the storm drains.,11/14/2012 12:00:00 AM,9:27 AM,207 LYON ST CINC - GJ1456633778,CUF,25,STANDARD,INTERNET,10000020393,11/14/2012 12:00:00 AM,CSRWEB,11/24/2012 12:00:00 AM,,,11/14/2012 12:00:00 AM,,1396129,416782,,"207 LYON ST
Cincinnati, OH
(39.12688699877708, -84.51776916901792)"
SR12050768,INPROGRS,Recycling new 64 gallon cart,Additional persons are living in the home with me.  The bin that I have now is not adequate to accommodate all of us.,11/13/2012 12:00:00 AM,9:37 PM,1329 BURSAL AV CINC - GJ2714428556,MOUNT WASHINGTON,46.03,STANDARD,INTERNET,200070073,11/13/2012 12:00:00 AM,CSRWEB,11/23/2012 12:00:00 AM,,,11/14/2012 12:00:00 AM,,1436482,397626,,"1329 BURSAL AV
Cincinnati, OH
(39.07648899225512, -84.37399455619374)"
SR12050717,INPROGRS,Recycling new 96 gallon cart,REQUESTING A 96 GALLON RECYCLING CART,11/13/2012 12:00:00 AM,1:02 PM,263 SUTTON AV - GJ2359126368,CALIFORNIA,45,STANDARD,PHONE,500020041,11/13/2012 12:00:00 AM,CCOLEMAN,11/23/2012 12:00:00 AM,,,11/13/2012 12:00:00 AM,,1424482,391035,,"263 SUTTON AV
Cincinnati, OH
(39.05732500793178, -84.41548025571967)"
SR12050696,INPROGRS,Recycling new 96 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,11/13/2012 12:00:00 AM,11:41 AM,3106 KINMONT ST CINC - GJ2191234367,MOUNT LOOKOUT,49,STANDARD,INTERNET,4400040077,11/13/2012 12:00:00 AM,CSRWEB,11/23/2012 12:00:00 AM,,,11/13/2012 12:00:00 AM,,1420291,417513,,"3106 KINMONT ST
Cincinnati, OH
(39.13003462587966, -84.43272927792731)"
SR12050662,INPROGRS,Recycling new 35 gallon cart,I recently bought the property. There are a number of small lidless crates can I send some of them back ?,11/13/2012 12:00:00 AM,10:29 AM,436 MILTON ST CINC - GJ1549232323,MOUNT AUBURN,18,STANDARD,INTERNET,8600020207,11/13/2012 12:00:00 AM,CSRWEB,11/23/2012 12:00:00 AM,,,11/13/2012 12:00:00 AM,,1398920,411866,,"436 MILTON ST
Cincinnati, OH
(39.11333421579553, -84.50756186398536)"
SR12050642,INPROGRS,Recycling new 18 gallon cart,REQUESTING A SMALL RECYCLING CART,11/13/2012 12:00:00 AM,9:43 AM,3736 DUNLOE AV - GJ2377240283,KENNEDY HEIGHTS,58,STANDARD,PHONE,12900050081,11/13/2012 12:00:00 AM,CCOLEMAN,11/23/2012 12:00:00 AM,,,11/13/2012 12:00:00 AM,,1427342,436590,,"3736 DUNLOE AV
Cincinnati, OH
(39.182833822219834, -84.40916704075966)"
SR12050580,INPROGRS,Recycling new 96 gallon cart,Producing more waste than anticipated. This causes us to have to wait 2+ weeks in order to get all of our recycling.,11/12/2012 12:00:00 AM,9:40 PM,3735 PAXTON AV CINC - GJ2196836074,OAKLEY,53,STANDARD,INTERNET,3900050019,11/12/2012 12:00:00 AM,CSRWEB,11/22/2012 12:00:00 AM,,,11/13/2012 12:00:00 AM,,1420751,423098,,"3735 PAXTON AV
Cincinnati, OH
(39.14533209359803, -84.43149720674717)"
SR12050575,INPROGRS,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,11/12/2012 12:00:00 AM,6:22 PM,534 CONROY ST CINC - GJ1353333337,CUF,27,STANDARD,INTERNET,9700010163,11/12/2012 12:00:00 AM,CSRWEB,11/22/2012 12:00:00 AM,,,11/13/2012 12:00:00 AM,,1392670,415506,,"534 CONROY ST
Cincinnati, OH
(39.12297494794967, -84.52991001641345)"
SR12050553,INPROGRS,Recycling cart missing 35,im trying to participate in the recycle today ride free tomorrow program that you have along w cincinnati metro,11/12/2012 12:00:00 AM,12:14 PM,2731 HARRISON AV CINC - GJ0814635214,WESTWOOD,100.01,STANDARD,INTERNET,20800610048,11/12/2012 12:00:00 AM,CSRWEB,11/22/2012 12:00:00 AM,,,11/12/2012 12:00:00 AM,,1375325,422535,,"2731 HARRISON AV
Cincinnati, OH
(39.14118523676942, -84.59073624025567)"
SR12050543,INPROGRS,Recycling new 96 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,11/12/2012 12:00:00 AM,8:59 AM,2164 MILLVALE CT CINC - GJ1135936356,MILLVALE,77,STANDARD,INTERNET,19200670046,11/12/2012 12:00:00 AM,CSRWEB,11/22/2012 12:00:00 AM,,,11/12/2012 12:00:00 AM,,1386040,425752,,"2164 MILLVALE CT
Cincinnati, OH
(39.14864610282468, -84.55460823054064)"
SR12050534,INPROGRS,Recycling new 18 gallon cart,This is a new construction home and we never received a bin. Thank you!,11/11/2012 12:00:00 AM,6:22 PM,446 STRAFER ST CINC - GJ2178332839,COLUMBIA TUSCULUM,47.01,STANDARD,INTERNET,2800060258,11/11/2012 12:00:00 AM,CSRWEB,11/21/2012 12:00:00 AM,,,11/12/2012 12:00:00 AM,,1419620,412530,,"446 STRAFER ST
Cincinnati, OH
(39.11657177510102, -84.43484268469615)"
SR12050530,INPROGRS,Recycling new 96 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,11/11/2012 12:00:00 AM,5:09 PM,405 CRESTLINE AV CINC - GJ1030830453,EAST PRICE HILL,96,STANDARD,INTERNET,17700370195,11/11/2012 12:00:00 AM,CSRWEB,11/21/2012 12:00:00 AM,,,11/12/2012 12:00:00 AM,,1381634,406583,,"405 CRESTLINE AV
Cincinnati, OH
(39.097856883671284, -84.5677894602876)"
SR12050526,INPROGRS,Recycling cart missing 96,Request entered through the Web. Refer to Intake Questions for further description.,11/11/2012 12:00:00 AM,1:04 PM,3729 ZINSLE AV CINC - GJ2379040567,KENNEDY HEIGHTS,58,STANDARD,INTERNET,13000050022,11/11/2012 12:00:00 AM,CSRWEB,11/21/2012 12:00:00 AM,,,11/12/2012 12:00:00 AM,,1427453,437521,,"3729 ZINSLE AV
Cincinnati, OH
(39.18577460525569, -84.40892422381171)"
SR12050517,INPROGRS,Recycling cart missing 64,Please deliver a new 64g cart to the church. There was no cart present when they moved in in August. The cart that is missing is 6410004504. Thanks!-Jenn (OEQ-368-2783),11/11/2012 12:00:00 AM,8:35 AM,2529 ESSEX PL CINC - GJ1622633924,WALNUT HILLS,34,STANDARD,INTERNET,9100030058,11/11/2012 12:00:00 AM,CSRWEB,11/21/2012 12:00:00 AM,,,11/12/2012 12:00:00 AM,,1401590,416991,,"2529 ESSEX PL
Cincinnati, OH
(39.127714375044036, -84.49828086064298)"
SR12050506,INPROGRS,Recycling new 96 gallon cart,I have the  green recycling cart and do not need another one. I do not have any brown carts which all of my neighbors have. Can you please send me two brown trash carts?,11/10/2012 12:00:00 AM,10:12 AM,2657 FENTON AV CINC - GJ0941634702,WESTWOOD,100.01,STANDARD,INTERNET,20700530036,11/10/2012 12:00:00 AM,CSRWEB,11/20/2012 12:00:00 AM,,,11/12/2012 12:00:00 AM,,1379404,420649,,"2657 FENTON AV
Cincinnati, OH
(39.13624894110211, -84.57691757888495)"
SR12050435,INPROGRS,Recycling new 64 gallon cart,requesting 64 gal cart,11/09/2012 12:00:00 AM,12:07 PM,2114 ST LEO PL - GJ1020034636,SOUTH FAIRMOUNT,86.01,STANDARD,PHONE,20600130129,11/09/2012 12:00:00 AM,DCOTTRELL,11/19/2012 12:00:00 AM,,,11/12/2012 12:00:00 AM,,1381960,420304,,"2114 ST LEO PL
Cincinnati, OH
(39.13528666653076, -84.56821214164137)"
SR12050326,INPROGRS,Recycling new 96 gallon cart,Wants new 96 gal cart(we previously removed carts here due to contamination). Thanks!,11/08/2012 12:00:00 AM,2:56 PM,218 BAXTER AV - GJ1563436454,AVONDALE,69,STANDARD,PHONE,21600390103,11/08/2012 12:00:00 AM,RHENDERSON,11/18/2012 12:00:00 AM,,,11/09/2012 12:00:00 AM,,1400058,425375,,"218 BAXTER AV
Cincinnati, OH
(39.150386283402725, -84.5046480606104)"
SR12050314,INPROGRS,Recycling cart missing 96,3 of 4 carts that were at this address are now missing. (2 from Apt. #1; 1 from Apt. #3).They need one more 96 gal cart. Thanks!,11/08/2012 12:00:00 AM,2:35 PM,2100 ST JAMES AV - GJ1695732893,WALNUT HILLS,19,STANDARD,PHONE,6900030066,11/08/2012 12:00:00 AM,RHENDERSON,11/25/2012 12:00:00 AM,,,11/09/2012 12:00:00 AM,,1403812,413493,,"2100 ST JAMES AV
Cincinnati, OH
(39.11823552085525, -84.4908164877998)"
SR12050157,INPROGRS,Recycling new 96 gallon cart,We would like an additional container to get us through to the every two week pickups,11/07/2012 12:00:00 AM,4:38 PM,2525 HANDASYDE CT CINC - GJ2042334855,HYDE PARK,49,STANDARD,INTERNET,4600010024,11/07/2012 12:00:00 AM,CSRWEB,11/17/2012 12:00:00 AM,,,11/07/2012 12:00:00 AM,,1415493,419356,,"2525 HANDASYDE CT
Cincinnati, OH
(39.135241700429276, -84.44960955241726)"
SR12050093,INPROGRS,Recycling cart missing 96,MISSING RECYCLING CART,11/07/2012 12:00:00 AM,11:33 AM,2356 WARSAW AV - GJ1148031131,LOWER PRICE HILL,91,STANDARD,PHONE,14900110021,11/07/2012 12:00:00 AM,CCOLEMAN,11/24/2012 12:00:00 AM,,,11/07/2012 12:00:00 AM,,1385583,408610,,"2356 WARSAW AV
Cincinnati, OH
(39.10368449042119, -84.55443452815246)"
SR12050079,INPROGRS,Recycling new 96 gallon cart,I'm not sure the size of the one we have now,11/07/2012 12:00:00 AM,11:11 AM,960 CLEVELAND AV CINC - GJ1723135584,AVONDALE,67,STANDARD,INTERNET,10700110105,11/07/2012 12:00:00 AM,CSRWEB,11/17/2012 12:00:00 AM,,,11/07/2012 12:00:00 AM,,1405154,422263,,"960 CLEVELAND AV
Cincinnati, OH
(39.14213050717376, -84.48643678951709)"
SR12050000,INPROGRS,Recycling new 35 gallon cart,Would like 35 gal cart for extra recycling- thanks!,11/06/2012 12:00:00 AM,5:14 PM,1450 RIVERSIDE DR - GJ1710032268,EAST END,43,STANDARD,PHONE,8500040182,11/06/2012 12:00:00 AM,RHENDERSON,11/16/2012 12:00:00 AM,,,11/06/2012 12:00:00 AM,,1404180,411423,,"1450 RIVERSIDE DR
Cincinnati, OH
(39.11252119693576, -84.48872671158664)"
SR12049999,INPROGRS,Recycling new 96 gallon cart,Please deliver (2) 96 gal carts to this address. ,11/06/2012 12:00:00 AM,5:08 PM,2342 CHICKASAW ST - GJ1421233730,CUF,26,STANDARD,PHONE,10000020023,11/06/2012 12:00:00 AM,RHENDERSON,11/16/2012 12:00:00 AM,,,11/06/2012 12:00:00 AM,,1394958,416680,,"2342 CHICKASAW ST
Cincinnati, OH
(39.12645532420305, -84.52213088086)"
SR12049998,INPROGRS,Recycling new 64 gallon cart,Want additional 64 gal cart for extra recycling- thanks!,11/06/2012 12:00:00 AM,4:56 PM,166 WARNER ST - GJ1448433564,CUF,25,STANDARD,PHONE,10000020341,11/06/2012 12:00:00 AM,RHENDERSON,11/16/2012 12:00:00 AM,,,11/06/2012 12:00:00 AM,,1395820,416092,,"166 WARNER ST
Cincinnati, OH
(39.124728625906755, -84.51885734867335)"
SR12049975,INPROGRS,Recycling cart missing 96,Her 96 gal cart is missing. Has 64 gal already but would like additional 96 gal cart too. Thanks!,11/06/2012 12:00:00 AM,3:00 PM,3906 W LIBERTY ST - GJ0936832572,WEST PRICE HILL,98,STANDARD,PHONE,20400160187,11/06/2012 12:00:00 AM,RHENDERSON,11/23/2012 12:00:00 AM,,,11/06/2012 12:00:00 AM,,1378897,413676,W ,"3906 W LIBERTY ST
Cincinnati, OH
(39.11704841577654, -84.57831152803038)"
SR12049941,INPROGRS,Recycling new 64 gallon cart,Whatever size wheeling cart the average residential home has. Just moved and thereniscno cart here.,11/06/2012 12:00:00 AM,12:00 PM,3820 MT VERNON AV CINC - GJ2198536340,OAKLEY,53,STANDARD,INTERNET,3900040077,11/06/2012 12:00:00 AM,CSRWEB,11/16/2012 12:00:00 AM,,,11/06/2012 12:00:00 AM,,1420849,423966,,"3820 MT VERNON AV
Cincinnati, OH
(39.14796710714387, -84.43141626776452)"
SR12049863,INPROGRS,Recycling new 64 gallon cart,No cart at house. (CMHA property)Wants 64 gal thanks!,11/05/2012 12:00:00 AM,6:01 PM,2168 MILLVALE CT - GJ1135936369,MILLVALE,77,STANDARD,PHONE,19200660009,11/05/2012 12:00:00 AM,RHENDERSON,11/15/2012 12:00:00 AM,,,11/05/2012 12:00:00 AM,,1386040,425791,,"2168 MILLVALE CT
Cincinnati, OH
(39.148646648269086, -84.5546134122625)"
SR12049862,INPROGRS,Recycling new 96 gallon cart,Wants additional 96 cart. Thanks!,11/05/2012 12:00:00 AM,5:51 PM,3558 KROGER AV - GJ2198133564,MOUNT LOOKOUT,47.01,STANDARD,PHONE,2500020013,11/05/2012 12:00:00 AM,RHENDERSON,11/15/2012 12:00:00 AM,,,11/05/2012 12:00:00 AM,,1420381,414872,,"3558 KROGER AV
Cincinnati, OH
(39.12285803608586, -84.43230659657354)"
SR12049861,INPROGRS,Recycling new 64 gallon cart,Please deliver 64 gal cart- thanks!,11/05/2012 12:00:00 AM,5:45 PM,1008 TOWANDA TER - GJ1749640449,BOND HILL,64,STANDARD,PHONE,11600010101,11/05/2012 12:00:00 AM,RHENDERSON,11/15/2012 12:00:00 AM,,,11/05/2012 12:00:00 AM,,1406810,438158,,"1008 TOWANDA TER
Cincinnati, OH
(39.18587353067886, -84.48175132174447)"
SR12049860,INPROGRS,Recycling new 96 gallon cart, ,11/05/2012 12:00:00 AM,5:38 PM,5138 HAWAIIAN TER - GJ1019439970,MOUNT AIRY,85.01,STANDARD,PHONE,02270001CD01      ,11/05/2012 12:00:00 AM,RHENDERSON,11/15/2012 12:00:00 AM,,,11/05/2012 12:00:00 AM,,1382810,437780,,"5138 HAWAIIAN TER
Cincinnati, OH
(39.18337803231176, -84.56659303455746)"
SR12049855,INPROGRS,Recycling new 96 gallon cart,Add to SR 12049540. Wants 2 additional 96 gal carts (in addition to previous 96 requested in SR12049540),11/05/2012 12:00:00 AM,4:37 PM,5 E MITCHELL AV - GJ1564937511,NORTH AVONDALE,68,STANDARD,PHONE,11500010088,11/05/2012 12:00:00 AM,RHENDERSON,11/15/2012 12:00:00 AM,,,11/05/2012 12:00:00 AM,,1400280,428833,E ,"5 E MITCHELL AV
Cincinnati, OH
(39.16034177826708, -84.50418041315521)"
SR12049851,INPROGRS,Recycling cart missing 18,Bin was stolen please replace,11/05/2012 12:00:00 AM,4:22 PM,435 CHESTNUT ST - GJ1423631549,WEST END,8,STANDARD,PHONE,13400050547,11/05/2012 12:00:00 AM,RHENDERSON,11/22/2012 12:00:00 AM,,,11/05/2012 12:00:00 AM,,1394680,409534,,"435 CHESTNUT ST
Cincinnati, OH
(39.10687708362519, -84.52235571136731)"
SR12049848,INPROGRS,Recycling new 96 gallon cart,Needs additional 96 gal cart,11/05/2012 12:00:00 AM,4:17 PM,2778 REDFIELD PL - GJ2569431846,MOUNT WASHINGTON,46.01,STANDARD,PHONE,300050020,11/05/2012 12:00:00 AM,RHENDERSON,11/15/2012 12:00:00 AM,,,11/05/2012 12:00:00 AM,,1432264,408638,,"2778 REDFIELD PL
Cincinnati, OH
(39.106616280236665, -84.39007443407758)"
SR12049845,INPROGRS,Recycling cart missing 64,New tennant  wants 64 gsal cart.No cart at presently at address.,11/05/2012 12:00:00 AM,4:09 PM,6508 SPINDLEWICK LN - GJ2683730284,MOUNT WASHINGTON,46.02,STANDARD,PHONE,100040328,11/05/2012 12:00:00 AM,RHENDERSON,11/22/2012 12:00:00 AM,,,11/05/2012 12:00:00 AM,,1435755,403335,,"6508 SPINDLEWICK LN
Cincinnati, OH
(39.0920652498026, -84.37716916295716)"
SR12049804,INPROGRS,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,11/05/2012 12:00:00 AM,1:24 PM,3876 ISABELLA AV CINC - GJ2190336571,OAKLEY,53,STANDARD,INTERNET,3900040007,11/05/2012 12:00:00 AM,CSRWEB,11/15/2012 12:00:00 AM,,,11/05/2012 12:00:00 AM,,1420617,424737,,"3876 ISABELLA AV
Cincinnati, OH
(39.15008950713303, -84.43233357623438)"
